attendance_device_id,timestamp,log_type,device_id
0395,2026-07-01 09:17:02,IN,ESSL-DSE-2
0013,2026-07-01 09:17:18,IN,ESSL-HO-1
0229,2026-07-01 09:17:18,IN,ESSL-NOI-2
0294,2026-07-01 09:17:19,IN,ESSL-DKB-2
0226,2026-07-01 09:17:20,IN,ESSL-NOI-1
0085,2026-07-01 09:17:30,IN,ESSL-CHD-1
0026,2026-07-01 09:17:32,IN,ESSL-HO-1
0258,2026-07-01 09:17:48,IN,ESSL-DKB-2
0356,2026-07-01 09:17:52,IN,ESSL-DSE-2
0004,2026-07-01 09:17:53,IN,ESSL-HO-1
0140,2026-07-01 09:18:06,IN,ESSL-AMB-2
0053,2026-07-01 09:18:19,IN,ESSL-CHD-1
0103,2026-07-01 09:18:27,IN,ESSL-CHD-1
0061,2026-07-01 09:18:28,IN,ESSL-CHD-2
0220,2026-07-01 09:18:28,IN,ESSL-NOI-2
0319,2026-07-01 09:18:28,IN,ESSL-DKB-2
0369,2026-07-01 09:18:44,IN,ESSL-DSE-2
0375,2026-07-01 09:18:50,IN,ESSL-DSE-2
0373,2026-07-01 09:19:00,IN,ESSL-DSE-1
0060,2026-07-01 09:19:06,IN,ESSL-CHD-2
0336,2026-07-01 09:19:13,IN,ESSL-DSE-2
0298,2026-07-01 09:19:17,IN,ESSL-DKB-2
0230,2026-07-01 09:19:28,IN,ESSL-NOI-2
0051,2026-07-01 09:19:32,IN,ESSL-CHD-2
0035,2026-07-01 09:19:33,IN,ESSL-HO-1
0007,2026-07-01 09:19:59,IN,ESSL-HO-1
0390,2026-07-01 09:20:06,IN,ESSL-DSE-2
0394,2026-07-01 09:20:14,IN,ESSL-DSE-1
0036,2026-07-01 09:20:21,IN,ESSL-HO-1
0154,2026-07-01 09:20:21,IN,ESSL-AMB-2
0010,2026-07-01 09:20:23,IN,ESSL-HO-1
0094,2026-07-01 09:20:24,IN,ESSL-CHD-1
0028,2026-07-01 09:20:59,IN,ESSL-HO-1
0001,2026-07-01 09:21:01,IN,ESSL-HO-1
0316,2026-07-01 09:21:10,IN,ESSL-DKB-2
0089,2026-07-01 09:21:30,IN,ESSL-CHD-1
0141,2026-07-01 09:21:36,IN,ESSL-AMB-1
0296,2026-07-01 09:21:36,IN,ESSL-DKB-1
0126,2026-07-01 09:21:39,IN,ESSL-AMB-2
0236,2026-07-01 09:21:42,IN,ESSL-NOI-2
0389,2026-07-01 09:21:47,IN,ESSL-DSE-2
0159,2026-07-01 09:21:49,IN,ESSL-AMB-1
0180,2026-07-01 09:22:00,IN,ESSL-AMB-1
0056,2026-07-01 09:22:10,IN,ESSL-CHD-1
0074,2026-07-01 09:22:15,IN,ESSL-CHD-2
0241,2026-07-01 09:22:20,IN,ESSL-NOI-2
0019,2026-07-01 09:22:21,IN,ESSL-HO-1
0065,2026-07-01 09:22:22,IN,ESSL-CHD-2
0068,2026-07-01 09:22:22,IN,ESSL-CHD-1
0009,2026-07-01 09:22:33,IN,ESSL-HO-1
0380,2026-07-01 09:22:41,IN,ESSL-DSE-2
0194,2026-07-01 09:23:11,IN,ESSL-NOI-1
0291,2026-07-01 09:23:14,IN,ESSL-DKB-2
0084,2026-07-01 09:23:18,IN,ESSL-CHD-1
0219,2026-07-01 09:23:23,IN,ESSL-NOI-1
0160,2026-07-01 09:23:29,IN,ESSL-AMB-2
0055,2026-07-01 09:23:38,IN,ESSL-CHD-1
0110,2026-07-01 09:23:50,IN,ESSL-CHD-2
0350,2026-07-01 09:23:59,IN,ESSL-DSE-1
0244,2026-07-01 09:24:16,IN,ESSL-NOI-1
0153,2026-07-01 09:24:18,IN,ESSL-AMB-2
0386,2026-07-01 09:24:58,IN,ESSL-DSE-1
0090,2026-07-01 09:25:01,IN,ESSL-CHD-1
0275,2026-07-01 09:25:18,IN,ESSL-DKB-2
0075,2026-07-01 09:25:37,IN,ESSL-CHD-1
0300,2026-07-01 09:25:38,IN,ESSL-DKB-1
0321,2026-07-01 09:25:38,IN,ESSL-DKB-2
0021,2026-07-01 09:25:43,IN,ESSL-HO-1
0012,2026-07-01 09:25:50,IN,ESSL-HO-1
0370,2026-07-01 09:25:52,IN,ESSL-DSE-1
0268,2026-07-01 09:26:03,IN,ESSL-DKB-1
0198,2026-07-01 09:26:08,IN,ESSL-NOI-2
0209,2026-07-01 09:26:08,IN,ESSL-NOI-1
0271,2026-07-01 09:26:09,IN,ESSL-DKB-2
0293,2026-07-01 09:26:20,IN,ESSL-DKB-1
0081,2026-07-01 09:26:30,IN,ESSL-CHD-1
0383,2026-07-01 09:26:30,IN,ESSL-DSE-1
0284,2026-07-01 09:26:38,IN,ESSL-DKB-1
0290,2026-07-01 09:26:57,IN,ESSL-DKB-1
0066,2026-07-01 09:27:04,IN,ESSL-CHD-1
0196,2026-07-01 09:27:04,IN,ESSL-NOI-1
0186,2026-07-01 09:27:07,IN,ESSL-NOI-2
0108,2026-07-01 09:27:09,IN,ESSL-CHD-1
0128,2026-07-01 09:27:09,IN,ESSL-AMB-2
0359,2026-07-01 09:27:12,IN,ESSL-DSE-1
0098,2026-07-01 09:27:13,IN,ESSL-CHD-1
0011,2026-07-01 09:27:14,IN,ESSL-HO-1
0309,2026-07-01 09:27:14,IN,ESSL-DKB-2
0088,2026-07-01 09:27:28,IN,ESSL-CHD-1
0204,2026-07-01 09:27:28,IN,ESSL-NOI-1
0208,2026-07-01 09:27:29,IN,ESSL-NOI-1
0378,2026-07-01 09:27:37,IN,ESSL-DSE-2
0393,2026-07-01 09:27:48,IN,ESSL-DSE-2
0278,2026-07-01 09:27:52,IN,ESSL-DKB-2
0189,2026-07-01 09:28:04,IN,ESSL-NOI-2
0328,2026-07-01 09:28:26,IN,ESSL-DKB-2
0285,2026-07-01 09:28:35,IN,ESSL-DKB-2
0286,2026-07-01 09:28:45,IN,ESSL-DKB-1
0288,2026-07-01 09:28:49,IN,ESSL-DKB-1
0029,2026-07-01 09:28:51,IN,ESSL-HO-1
0059,2026-07-01 09:29:15,IN,ESSL-CHD-1
0043,2026-07-01 09:29:24,IN,ESSL-CHD-1
0259,2026-07-01 09:29:26,IN,ESSL-DKB-1
0045,2026-07-01 09:29:37,IN,ESSL-CHD-1
0368,2026-07-01 09:29:40,IN,ESSL-DSE-1
0113,2026-07-01 09:30:22,IN,ESSL-AMB-2
0109,2026-07-01 09:30:29,IN,ESSL-CHD-1
0175,2026-07-01 09:30:49,IN,ESSL-AMB-2
0178,2026-07-01 09:30:49,IN,ESSL-AMB-2
0283,2026-07-01 09:30:51,IN,ESSL-DKB-2
0341,2026-07-01 09:30:58,IN,ESSL-DSE-1
0105,2026-07-01 09:31:02,IN,ESSL-CHD-2
0046,2026-07-01 09:31:07,IN,ESSL-CHD-1
0345,2026-07-01 09:31:07,IN,ESSL-DSE-2
0006,2026-07-01 09:31:09,IN,ESSL-HO-1
0351,2026-07-01 09:31:13,IN,ESSL-DSE-1
0161,2026-07-01 09:31:42,IN,ESSL-AMB-1
0069,2026-07-01 09:31:47,IN,ESSL-CHD-1
0017,2026-07-01 09:31:50,IN,ESSL-HO-1
0093,2026-07-01 09:32:08,IN,ESSL-CHD-2
0185,2026-07-01 09:32:15,IN,ESSL-NOI-2
0037,2026-07-01 09:32:18,IN,ESSL-HO-1
0346,2026-07-01 09:32:19,IN,ESSL-DSE-2
0183,2026-07-01 09:32:21,IN,ESSL-AMB-2
0199,2026-07-01 09:32:34,IN,ESSL-NOI-2
0138,2026-07-01 09:32:37,IN,ESSL-AMB-1
0366,2026-07-01 09:32:57,IN,ESSL-DSE-2
0205,2026-07-01 09:33:02,IN,ESSL-NOI-1
0391,2026-07-01 09:33:16,IN,ESSL-DSE-2
0174,2026-07-01 09:33:21,IN,ESSL-AMB-1
0396,2026-07-01 09:33:22,IN,ESSL-DSE-2
0136,2026-07-01 09:33:32,IN,ESSL-AMB-2
0063,2026-07-01 09:33:41,IN,ESSL-CHD-2
0071,2026-07-01 09:33:42,IN,ESSL-CHD-1
0335,2026-07-01 09:33:43,IN,ESSL-DSE-2
0254,2026-07-01 09:34:02,IN,ESSL-NOI-2
0264,2026-07-01 09:34:02,IN,ESSL-DKB-1
0355,2026-07-01 09:34:06,IN,ESSL-DSE-2
0273,2026-07-01 09:34:09,IN,ESSL-DKB-2
0354,2026-07-01 09:34:15,IN,ESSL-DSE-2
0125,2026-07-01 09:34:24,IN,ESSL-AMB-1
0281,2026-07-01 09:34:25,IN,ESSL-DKB-2
0080,2026-07-01 09:34:26,IN,ESSL-CHD-2
0104,2026-07-01 09:34:40,IN,ESSL-CHD-2
0398,2026-07-01 09:34:44,IN,ESSL-DSE-1
0225,2026-07-01 09:34:54,IN,ESSL-NOI-2
0151,2026-07-01 09:35:05,IN,ESSL-AMB-1
0032,2026-07-01 09:35:06,IN,ESSL-HO-1
0016,2026-07-01 09:35:15,IN,ESSL-HO-1
0130,2026-07-01 09:35:18,IN,ESSL-AMB-2
0363,2026-07-01 09:35:27,IN,ESSL-DSE-2
0118,2026-07-01 09:35:33,IN,ESSL-AMB-2
0238,2026-07-01 09:35:34,IN,ESSL-NOI-1
0269,2026-07-01 09:35:40,IN,ESSL-DKB-2
0263,2026-07-01 09:36:00,IN,ESSL-DKB-2
0218,2026-07-01 09:36:02,IN,ESSL-NOI-1
0121,2026-07-01 09:36:03,IN,ESSL-AMB-2
0150,2026-07-01 09:36:30,IN,ESSL-AMB-1
0054,2026-07-01 09:36:45,IN,ESSL-CHD-2
0158,2026-07-01 09:37:02,IN,ESSL-AMB-1
0083,2026-07-01 09:37:19,IN,ESSL-CHD-1
0213,2026-07-01 09:37:19,IN,ESSL-NOI-1
0280,2026-07-01 09:37:26,IN,ESSL-DKB-1
0266,2026-07-01 09:37:27,IN,ESSL-DKB-2
0135,2026-07-01 09:37:29,IN,ESSL-AMB-1
0224,2026-07-01 09:37:36,IN,ESSL-NOI-2
0200,2026-07-01 09:37:41,IN,ESSL-NOI-1
0320,2026-07-01 09:37:42,IN,ESSL-DKB-2
0223,2026-07-01 09:37:57,IN,ESSL-NOI-1
0039,2026-07-01 09:37:59,IN,ESSL-HO-1
0018,2026-07-01 09:38:10,IN,ESSL-HO-1
0260,2026-07-01 09:38:21,IN,ESSL-DKB-1
0024,2026-07-01 09:38:24,IN,ESSL-HO-1
0123,2026-07-01 09:38:57,IN,ESSL-AMB-1
0165,2026-07-01 09:39:10,IN,ESSL-AMB-2
0305,2026-07-01 09:39:11,IN,ESSL-DKB-2
0188,2026-07-01 09:39:16,IN,ESSL-NOI-1
0111,2026-07-01 09:39:23,IN,ESSL-CHD-1
0231,2026-07-01 09:39:24,IN,ESSL-NOI-2
0211,2026-07-01 09:39:26,IN,ESSL-NOI-1
0295,2026-07-01 09:39:34,IN,ESSL-DKB-2
0334,2026-07-01 09:39:43,IN,ESSL-DSE-2
0348,2026-07-01 09:40:14,IN,ESSL-DSE-2
0190,2026-07-01 09:40:15,IN,ESSL-NOI-1
0379,2026-07-01 09:40:24,IN,ESSL-DSE-1
0304,2026-07-01 09:40:35,IN,ESSL-DKB-2
0100,2026-07-01 09:40:46,IN,ESSL-CHD-1
0156,2026-07-01 09:40:48,IN,ESSL-AMB-2
0216,2026-07-01 09:40:55,IN,ESSL-NOI-1
0279,2026-07-01 09:46:17,IN,ESSL-DKB-2
0400,2026-07-01 09:46:35,IN,ESSL-DSE-1
0073,2026-07-01 09:46:56,IN,ESSL-CHD-2
0106,2026-07-01 09:48:54,IN,ESSL-CHD-1
0050,2026-07-01 09:49:14,IN,ESSL-CHD-1
0358,2026-07-01 09:49:59,IN,ESSL-DSE-2
0044,2026-07-01 09:51:12,IN,ESSL-CHD-1
0091,2026-07-01 09:52:42,IN,ESSL-CHD-1
0276,2026-07-01 09:53:08,IN,ESSL-DKB-1
0310,2026-07-01 09:54:07,IN,ESSL-DKB-2
0099,2026-07-01 09:54:35,IN,ESSL-CHD-2
0005,2026-07-01 09:55:10,IN,ESSL-HO-1
0215,2026-07-01 09:56:25,IN,ESSL-NOI-1
0249,2026-07-01 09:58:16,IN,ESSL-NOI-1
0353,2026-07-01 09:58:16,IN,ESSL-DSE-1
0022,2026-07-01 09:58:39,IN,ESSL-HO-1
0314,2026-07-01 09:58:56,IN,ESSL-DKB-1
0306,2026-07-01 09:59:12,IN,ESSL-DKB-2
0030,2026-07-01 10:00:23,IN,ESSL-HO-1
0179,2026-07-01 10:01:18,IN,ESSL-AMB-1
0323,2026-07-01 10:03:08,IN,ESSL-DKB-1
0239,2026-07-01 10:06:09,IN,ESSL-NOI-2
0344,2026-07-01 10:06:52,IN,ESSL-DSE-2
0251,2026-07-01 10:12:20,IN,ESSL-NOI-2
0326,2026-07-01 10:12:21,IN,ESSL-DKB-1
0256,2026-07-01 10:17:10,IN,ESSL-NOI-2
0201,2026-07-01 10:18:30,IN,ESSL-NOI-1
0120,2026-07-01 10:18:51,IN,ESSL-AMB-1
0325,2026-07-01 10:19:08,IN,ESSL-DKB-2
0381,2026-07-01 10:19:21,IN,ESSL-DSE-1
0261,2026-07-01 10:38:08,IN,ESSL-DKB-2
0124,2026-07-01 10:40:48,IN,ESSL-AMB-1
0365,2026-07-01 10:43:37,IN,ESSL-DSE-1
0349,2026-07-01 10:48:14,IN,ESSL-DSE-1
0195,2026-07-01 11:00:21,IN,ESSL-NOI-2
0235,2026-07-01 11:02:50,IN,ESSL-NOI-2
0233,2026-07-01 11:08:25,IN,ESSL-NOI-2
0014,2026-07-01 11:15:49,IN,ESSL-HO-1
0076,2026-07-01 11:21:54,IN,ESSL-CHD-2
0008,2026-07-01 11:22:19,IN,ESSL-HO-1
0176,2026-07-01 16:31:41,OUT,ESSL-AMB-1
0258,2026-07-01 16:35:50,OUT,ESSL-DKB-2
0129,2026-07-01 16:45:09,OUT,ESSL-AMB-2
0341,2026-07-01 16:45:57,OUT,ESSL-DSE-1
0061,2026-07-01 16:47:20,OUT,ESSL-CHD-2
0391,2026-07-01 17:02:35,OUT,ESSL-DSE-2
0361,2026-07-01 17:10:18,OUT,ESSL-DSE-2
0131,2026-07-01 17:14:24,OUT,ESSL-AMB-1
0078,2026-07-01 18:32:08,OUT,ESSL-CHD-2
0088,2026-07-01 18:32:13,OUT,ESSL-CHD-1
0388,2026-07-01 18:32:19,OUT,ESSL-DSE-1
0265,2026-07-01 18:32:23,OUT,ESSL-DKB-1
0040,2026-07-01 18:32:26,OUT,ESSL-HO-1
0106,2026-07-01 18:32:42,OUT,ESSL-CHD-1
0123,2026-07-01 18:32:46,OUT,ESSL-AMB-1
0346,2026-07-01 18:33:04,OUT,ESSL-DSE-2
0266,2026-07-01 18:33:35,OUT,ESSL-DKB-2
0386,2026-07-01 18:33:36,OUT,ESSL-DSE-1
0086,2026-07-01 18:33:45,OUT,ESSL-CHD-1
0058,2026-07-01 18:34:01,OUT,ESSL-CHD-1
0329,2026-07-01 18:34:01,OUT,ESSL-DSE-2
0064,2026-07-01 18:34:17,OUT,ESSL-CHD-2
0309,2026-07-01 18:35:11,OUT,ESSL-DKB-2
0210,2026-07-01 18:35:16,OUT,ESSL-NOI-2
0164,2026-07-01 18:35:20,OUT,ESSL-AMB-2
0169,2026-07-01 18:35:25,OUT,ESSL-AMB-1
0353,2026-07-01 18:36:00,OUT,ESSL-DSE-1
0286,2026-07-01 18:36:08,OUT,ESSL-DKB-1
0348,2026-07-01 18:36:14,OUT,ESSL-DSE-2
0219,2026-07-01 18:36:21,OUT,ESSL-NOI-1
0104,2026-07-01 18:36:22,OUT,ESSL-CHD-2
0366,2026-07-01 18:36:33,OUT,ESSL-DSE-2
0076,2026-07-01 18:36:51,OUT,ESSL-CHD-2
0015,2026-07-01 18:36:57,OUT,ESSL-HO-1
0271,2026-07-01 18:37:39,OUT,ESSL-DKB-2
0330,2026-07-01 18:37:41,OUT,ESSL-DSE-1
0175,2026-07-01 18:37:47,OUT,ESSL-AMB-2
0159,2026-07-01 18:37:58,OUT,ESSL-AMB-1
0161,2026-07-01 18:38:03,OUT,ESSL-AMB-1
0030,2026-07-01 18:38:11,OUT,ESSL-HO-1
0260,2026-07-01 18:38:11,OUT,ESSL-DKB-1
0060,2026-07-01 18:38:24,OUT,ESSL-CHD-2
0395,2026-07-01 18:38:34,OUT,ESSL-DSE-2
0168,2026-07-01 18:38:41,OUT,ESSL-AMB-1
0079,2026-07-01 18:38:55,OUT,ESSL-CHD-1
0153,2026-07-01 18:38:56,OUT,ESSL-AMB-2
0378,2026-07-01 18:39:17,OUT,ESSL-DSE-2
0216,2026-07-01 18:39:24,OUT,ESSL-NOI-1
0209,2026-07-01 18:39:25,OUT,ESSL-NOI-1
0269,2026-07-01 18:39:25,OUT,ESSL-DKB-2
0065,2026-07-01 18:39:27,OUT,ESSL-CHD-2
0027,2026-07-01 18:39:33,OUT,ESSL-HO-1
0111,2026-07-01 18:39:40,OUT,ESSL-CHD-1
0229,2026-07-01 18:39:40,OUT,ESSL-NOI-2
0358,2026-07-01 18:39:41,OUT,ESSL-DSE-2
0031,2026-07-01 18:39:45,OUT,ESSL-HO-1
0044,2026-07-01 18:39:53,OUT,ESSL-CHD-1
0235,2026-07-01 18:39:56,OUT,ESSL-NOI-2
0211,2026-07-01 18:40:16,OUT,ESSL-NOI-1
0119,2026-07-01 18:40:17,OUT,ESSL-AMB-2
0311,2026-07-01 18:40:20,OUT,ESSL-DKB-1
0248,2026-07-01 18:40:28,OUT,ESSL-NOI-2
0384,2026-07-01 18:40:33,OUT,ESSL-DSE-2
0275,2026-07-01 18:40:45,OUT,ESSL-DKB-2
0273,2026-07-01 18:40:46,OUT,ESSL-DKB-2
0225,2026-07-01 18:40:48,OUT,ESSL-NOI-2
0020,2026-07-01 18:40:53,OUT,ESSL-HO-1
0365,2026-07-01 18:40:56,OUT,ESSL-DSE-1
0081,2026-07-01 18:41:20,OUT,ESSL-CHD-1
0095,2026-07-01 18:41:21,OUT,ESSL-CHD-2
0301,2026-07-01 18:41:29,OUT,ESSL-DKB-1
0056,2026-07-01 18:41:43,OUT,ESSL-CHD-1
0226,2026-07-01 18:41:44,OUT,ESSL-NOI-1
0008,2026-07-01 18:41:59,OUT,ESSL-HO-1
0349,2026-07-01 18:42:54,OUT,ESSL-DSE-1
0010,2026-07-01 18:43:04,OUT,ESSL-HO-1
0299,2026-07-01 18:43:07,OUT,ESSL-DKB-1
0043,2026-07-01 18:43:08,OUT,ESSL-CHD-1
0380,2026-07-01 18:43:27,OUT,ESSL-DSE-2
0350,2026-07-01 18:43:39,OUT,ESSL-DSE-1
0240,2026-07-01 18:43:40,OUT,ESSL-NOI-1
0163,2026-07-01 18:43:45,OUT,ESSL-AMB-1
0145,2026-07-01 18:44:01,OUT,ESSL-AMB-1
0110,2026-07-01 18:44:02,OUT,ESSL-CHD-2
0113,2026-07-01 18:44:08,OUT,ESSL-AMB-2
0304,2026-07-01 18:44:11,OUT,ESSL-DKB-2
0291,2026-07-01 18:44:24,OUT,ESSL-DKB-2
0328,2026-07-01 18:44:29,OUT,ESSL-DKB-2
0243,2026-07-01 18:44:44,OUT,ESSL-NOI-2
0023,2026-07-01 18:44:58,OUT,ESSL-HO-1
0190,2026-07-01 18:44:59,OUT,ESSL-NOI-1
0324,2026-07-01 18:45:04,OUT,ESSL-DKB-2
0073,2026-07-01 18:45:11,OUT,ESSL-CHD-2
0389,2026-07-01 18:45:28,OUT,ESSL-DSE-2
0204,2026-07-01 18:45:57,OUT,ESSL-NOI-1
0220,2026-07-01 18:46:05,OUT,ESSL-NOI-2
0125,2026-07-01 18:46:14,OUT,ESSL-AMB-1
0368,2026-07-01 18:46:14,OUT,ESSL-DSE-1
0126,2026-07-01 18:46:20,OUT,ESSL-AMB-2
0135,2026-07-01 18:46:36,OUT,ESSL-AMB-1
0285,2026-07-01 18:46:52,OUT,ESSL-DKB-2
0002,2026-07-01 18:47:01,OUT,ESSL-HO-1
0383,2026-07-01 18:47:02,OUT,ESSL-DSE-1
0261,2026-07-01 18:47:05,OUT,ESSL-DKB-2
0099,2026-07-01 18:47:29,OUT,ESSL-CHD-2
0094,2026-07-01 18:47:34,OUT,ESSL-CHD-1
0268,2026-07-01 18:47:37,OUT,ESSL-DKB-1
0191,2026-07-01 18:47:41,OUT,ESSL-NOI-1
0109,2026-07-01 18:47:55,OUT,ESSL-CHD-1
0136,2026-07-01 18:47:55,OUT,ESSL-AMB-2
0381,2026-07-01 18:47:55,OUT,ESSL-DSE-1
0059,2026-07-01 18:47:59,OUT,ESSL-CHD-1
0115,2026-07-01 18:48:08,OUT,ESSL-AMB-2
0203,2026-07-01 18:48:09,OUT,ESSL-NOI-1
0335,2026-07-01 18:48:31,OUT,ESSL-DSE-2
0200,2026-07-01 18:48:33,OUT,ESSL-NOI-1
0037,2026-07-01 18:48:46,OUT,ESSL-HO-1
0149,2026-07-01 18:49:05,OUT,ESSL-AMB-2
0351,2026-07-01 18:49:12,OUT,ESSL-DSE-1
0004,2026-07-01 18:49:15,OUT,ESSL-HO-1
0194,2026-07-01 18:49:34,OUT,ESSL-NOI-1
0373,2026-07-01 18:49:36,OUT,ESSL-DSE-1
0345,2026-07-01 18:49:43,OUT,ESSL-DSE-2
0254,2026-07-01 18:49:44,OUT,ESSL-NOI-2
0108,2026-07-01 18:50:07,OUT,ESSL-CHD-1
0066,2026-07-01 18:50:25,OUT,ESSL-CHD-1
0083,2026-07-01 18:50:31,OUT,ESSL-CHD-1
0323,2026-07-01 18:50:32,OUT,ESSL-DKB-1
0096,2026-07-01 18:50:36,OUT,ESSL-CHD-1
0400,2026-07-01 18:50:42,OUT,ESSL-DSE-1
0290,2026-07-01 18:50:48,OUT,ESSL-DKB-1
0019,2026-07-01 18:50:51,OUT,ESSL-HO-1
0319,2026-07-01 18:50:53,OUT,ESSL-DKB-2
0325,2026-07-01 18:50:55,OUT,ESSL-DKB-2
0160,2026-07-01 18:50:57,OUT,ESSL-AMB-2
0293,2026-07-01 18:51:15,OUT,ESSL-DKB-1
0173,2026-07-01 18:51:24,OUT,ESSL-AMB-2
0281,2026-07-01 18:51:56,OUT,ESSL-DKB-2
0038,2026-07-01 18:52:01,OUT,ESSL-HO-1
0074,2026-07-01 18:52:03,OUT,ESSL-CHD-2
0048,2026-07-01 18:52:24,OUT,ESSL-CHD-1
0300,2026-07-01 18:52:35,OUT,ESSL-DKB-1
0214,2026-07-01 18:52:40,OUT,ESSL-NOI-1
